"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KR107164","966","Human","4 (HA)","H3N2","China","N","2007/12/08","Influenza A virus (A/Shandong-Lixia/148/2007(H3N2))","","","","","","p"
"KR107165","966","Human","4 (HA)","H3N2","China","N","2007/12/24","Influenza A virus (A/Shandong-Lixia/149/2007(H3N2))","","","","","","p"
"KR107166","966","Human","4 (HA)","H3N2","China","N","2010/08/26","Influenza A virus (A/Shandong-Lixia/188/2010(H3N2))","","","","","","p"
"CY108851","906","Human","4 (HA)","H3N2","China","N","2009/02","Influenza A virus (A/Shandong-Sifang/134/2009(H3N2))","","","","","","p"
"CY108889","960","Human","4 (HA)","H3N2","China","N","2009/03/04","Influenza A virus (A/Shandong-Sifang/183/2009(H3N2))","","","","","","p"
"KT424166","966","Human","4 (HA)","H3N2","China","N","2008/01/19","Influenza A virus (A/Shandong-Taian/164/2008(H3N2))","","","","","","p"
"KR107172","966","Human","4 (HA)","H3N2","China","N","2009/08/18","Influenza A virus (A/Shandong-Taishan/1245/2009(H3N2))","","","","","","p"
"KR107167","966","Human","4 (HA)","H3N2","China","N","2009/08/30","Influenza A virus (A/Shandong-Taishan/1268/2009(H3N2))","","","","","","p"
"KR107175","966","Human","4 (HA)","H3N2","China","N","2009/10/05","Influenza A virus (A/Shandong-Taishan/1360/2009(H3N2))","","","","","","p"
"KP458871","1013","Human","4 (HA)","H3N2","China","N","2009/10/06","Influenza A virus (A/Shandong-Taishan/1360/2009(H3N2))","","","","","","p"
"KR107176","966","Human","4 (HA)","H3N2","China","N","2009/09/05","Influenza A virus (A/Shandong-Taishan/479/2009(H3N2))","","","","","","p"
"KR107174","966","Human","4 (HA)","H3N2","China","N","2009/09/02","Influenza A virus (A/Shandong-Taishan/49/2009(H3N2))","","","","","","p"
"KT424172","966","Human","4 (HA)","H3N2","China","N","2009/09/16","Influenza A virus (A/Shandong-Tianqiao/1143/2009(H3N2))","","","","","","p"
"KT424173","966","Human","4 (HA)","H3N2","China","N","2009/09/02","Influenza A virus (A/Shandong-Tianqiao/185/2009(H3N2))","","","","","","p"
"KR107177","966","Human","4 (HA)","H3N2","China","N","2008/01/21","Influenza A virus (A/Shandong-Yantai/001/2008(H3N2))","","","","","","p"
"KR107168","966","Human","4 (HA)","H3N2","China","N","2009/08/31","Influenza A virus (A/Shandong-Zhangqiu/140/2009(H3N2))","","","","","","p"
"KR107173","966","Human","4 (HA)","H3N2","China","N","2011/02/13","Influenza A virus (A/Shandong-Zhifu/1116/2011(H3N2))","","","","","","p"
"MF593742","1701","Human","4 (HA)","H3N2","China","N","2017/03/07","Influenza A virus (A/Shandong-Zhifu/1125/2017(H3N2))","","","","","","c"
"MF593744","1701","Human","4 (HA)","H3N2","China","N","2017/02/28","Influenza A virus (A/Shandong-Zhifu/1128/2017(H3N2))","","","","","","c"
"MF593737","1701","Human","4 (HA)","H3N2","China","N","2017/03/07","Influenza A virus (A/Shandong-Zhifu/1158/2017(H3N2))","","","","","","c"
"MF593741","1701","Human","4 (HA)","H3N2","China","N","2017/03/14","Influenza A virus (A/Shandong-Zhifu/1159/2017(H3N2))","","","","","","c"
"KT424174","966","Human","4 (HA)","H3N2","China","N","2010/03/05","Influenza A virus (A/Shandong-Zhifu/1173/2010(H3N2))","","","","","","p"
"MF593738","1701","Human","4 (HA)","H3N2","China","N","2017/03/14","Influenza A virus (A/Shandong-Zhifu/1174/2017(H3N2))","","","","","","c"
"MF593740","1701","Human","4 (HA)","H3N2","China","N","2017/03/14","Influenza A virus (A/Shandong-Zhifu/1175/2017(H3N2))","","","","","","c"
"KR107171","966","Human","4 (HA)","H3N2","China","N","2009/09/20","Influenza A virus (A/Shandong-Zhifu/1181/2009(H3N2))","","","","","","p"
"MF593722","1701","Human","4 (HA)","H3N2","China","N","2016/03/22","Influenza A virus (A/Shandong-Zhifu/1185/2016(H3N2))","","","","","","c"
"KR107170","966","Human","4 (HA)","H3N2","China","N","2009/10/01","Influenza A virus (A/Shandong-Zhifu/1203/2009(H3N2))","","","","","","p"
"MF593718","1701","Human","4 (HA)","H3N2","China","N","2015/10/16","Influenza A virus (A/Shandong-Zhifu/1376/2015(H3N2))","","","","","","c"
"MF593716","1701","Human","4 (HA)","H3N2","China","N","2015/09/29","Influenza A virus (A/Shandong-Zhifu/1380/2015(H3N2))","","","","","","c"
"MF593719","1701","Human","4 (HA)","H3N2","China","N","2015/10/16","Influenza A virus (A/Shandong-Zhifu/1382/2015(H3N2))","","","","","","c"
"MF593709","1701","Human","4 (HA)","H3N2","China","N","2014/10/04","Influenza A virus (A/Shandong-Zhifu/1440/2014(H3N2))","","","","","","c"
"KR107169","966","Human","4 (HA)","H3N2","China","N","2010/08/17","Influenza A virus (A/Shandong-Zhifu/1459/2010(H3N2))","","","","","","p"
"MF593704","1701","Human","4 (HA)","H3N2","China","N","2014/08/31","Influenza A virus (A/Shandong-Zhifu/1468/2014(H3N2))","","","","","","c"
"MF593706","1701","Human","4 (HA)","H3N2","China","N","2014/09/01","Influenza A virus (A/Shandong-Zhifu/1470/2014(H3N2))","","","","","","c"
"MF593736","1701","Human","4 (HA)","H3N2","China","N","2017/02/14","Influenza A virus (A/Shandong-Zhifu/148/2017(H3N2))","","","","","","c"
"MF593727","1701","Human","4 (HA)","H3N2","China","N","2017/02/07","Influenza A virus (A/Shandong-Zhifu/149/2017(H3N2))","","","","","","c"
"MF593703","1701","Human","4 (HA)","H3N2","China","N","2014/10/05","Influenza A virus (A/Shandong-Zhifu/1498/2014(H3N2))","","","","","","c"
"MF593707","1701","Human","4 (HA)","H3N2","China","N","2014/10/05","Influenza A virus (A/Shandong-Zhifu/1499/2014(H3N2))","","","","","","c"
"MF593725","1701","Human","4 (HA)","H3N2","China","N","2017/02/07","Influenza A virus (A/Shandong-Zhifu/150/2017(H3N2))","","","","","","c"
"MF593708","1701","Human","4 (HA)","H3N2","China","N","2014/08/01","Influenza A virus (A/Shandong-Zhifu/1508/2014(H3N2))","","","","","","c"
"MF593734","1701","Human","4 (HA)","H3N2","China","N","2017/06/23","Influenza A virus (A/Shandong-Zhifu/154/2017(H3N2))","","","","","","c"
"MF593701","1701","Human","4 (HA)","H3N2","China","N","2014/11/07","Influenza A virus (A/Shandong-Zhifu/1614/2014(H3N2))","","","","","","c"
"MF593726","1701","Human","4 (HA)","H3N2","China","N","2017/02/07","Influenza A virus (A/Shandong-Zhifu/162/2017(H3N2))","","","","","","c"
"MF593720","1701","Human","4 (HA)","H3N2","China","N","2016/02/03","Influenza A virus (A/Shandong-Zhifu/164/2016(H3N2))","","","","","","c"
"MF593728","1701","Human","4 (HA)","H3N2","China","N","2017/02/07","Influenza A virus (A/Shandong-Zhifu/164/2017(H3N2))","","","","","","c"
"MF593733","1701","Human","4 (HA)","H3N2","China","N","2016/11/17","Influenza A virus (A/Shandong-Zhifu/1666/2016(H3N2))","","","","","","c"
"MF593700","1701","Human","4 (HA)","H3N2","China","N","2014/11/24","Influenza A virus (A/Shandong-Zhifu/1667/2014(H3N2))","","","","","","c"
"KP457577","1023","Human","4 (HA)","H3N2","China","N","2010/10/07","Influenza A virus (A/Shanghai Baoshan/1607/2010(H3N2))","","","","","","p"
"KP456622","1021","Human","4 (HA)","H3N2","China","N","2009/09/14","Influenza A virus (A/Shanghai Fengxian/154/2009(H3N2))","","","","","","p"
"KP457511","1698","Human","4 (HA)","H3N2","China","N","2011/01/03","Influenza A virus (A/Shanghai Jinshan/13/2011(H3N2))","","","","","","nc"
"KP458351","1698","Human","4 (HA)","H3N2","China","N","2010/07/07","Influenza A virus (A/Shanghai Luwan/1400/2010(H3N2))","","","","","","nc"
"KP459355","1698","Human","4 (HA)","H3N2","China","N","2010/09/08","Influenza A virus (A/Shanghai Luwan/1541/2010(H3N2))","","","","","","nc"
"KP459035","987","Human","4 (HA)","H3N2","China","N","2010/09/08","Influenza A virus (A/Shanghai Luwan/1544/2010(H3N2))","","","","","","p"
"KP456573","987","Human","4 (HA)","H3N2","China","N","2010/09/14","Influenza A virus (A/Shanghai Luwan/1561/2010(H3N2))","","","","","","p"
"KP456595","1023","Human","4 (HA)","H3N2","China","N","2010/09/19","Influenza A virus (A/Shanghai Luwan/1568/2010(H3N2))","","","","","","p"
"KP457102","1698","Human","4 (HA)","H3N2","China","N","2010/09/17","Influenza A virus (A/Shanghai Luwan/1573/2010(H3N2))","","","","","","nc"
"KP457237","1698","Human","4 (HA)","H3N2","China","N","2011/02/14","Influenza A virus (A/Shanghai Luwan/188/2011(H3N2))","","","","","","nc"
"KP458427","1698","Human","4 (HA)","H3N2","China","N","2009/07/13","Influenza A virus (A/Shanghai Nanhui/1208/2009(H3N2))","","","","","","nc"
"CY108929","906","Human","4 (HA)","H3N2","China","N","2009/07","Influenza A virus (A/Shanghai Nanhui/1208/2009(H3N2))","","","","","","p"
"CY108882","960","Human","4 (HA)","H3N2","China","N","2009/02/23","Influenza A virus (A/Shanghai Nanhui/146/2009(H3N2))","","","","","","p"
"KP457550","1698","Human","4 (HA)","H3N2","China","N","2009/02/22","Influenza A virus (A/Shanghai Nanhui/146/2009(H3N2))","","","","","","nc"
"KP458242","1698","Human","4 (HA)","H3N2","China","N","2009/03/12","Influenza A virus (A/Shanghai Nanhui/190/2009(H3N2))","","","","","","nc"
"CY108899","960","Human","4 (HA)","H3N2","China","N","2009/03/12","Influenza A virus (A/Shanghai Nanhui/190/2009(H3N2))","","","","","","p"
"KP458365","1698","Human","4 (HA)","H3N2","China","N","2010/11/28","Influenza A virus (A/Shanghai Pudong Xin/1911/2010(H3N2))","","","","","","nc"
"KP458573","1698","Human","4 (HA)","H3N2","China","N","2008/03/12","Influenza A virus (A/Shanghai Pudongxin/237/2008(H3N2))","","","","","","nc"
"CY108711","960","Human","4 (HA)","H3N2","China","N","2007/01/18","Influenza A virus (A/Shanghai-Jingan/112/2007(H3N2))","","","","","","p"
"CY108901","960","Human","4 (HA)","H3N2","China","N","2009/03/19","Influenza A virus (A/Shanghai-Nanhui/1106/2009(H3N2))","","","","","","p"
"CY108853","906","Human","4 (HA)","H3N2","China","N","2009/04","Influenza A virus (A/Shanghai-Nanhui/1132/2009(H3N2))","","","","","","p"
"CY108801","863","Human","4 (HA)","H3N2","China","N","2008/08","Influenza A virus (A/Shanghai-Nanhui/1134/2008(H3N2))","","","","","","p"
"CY108863","960","Human","4 (HA)","H3N2","China","N","2009/01/19","Influenza A virus (A/Shanghai-Nanhui/121/2009(H3N2))","","","","","","p"
"CY108931","960","Human","4 (HA)","H3N2","China","N","2009/08/10","Influenza A virus (A/Shanghai-Nanhui/1269/2009(H3N2))","","","","","","p"
"CY108932","960","Human","4 (HA)","H3N2","China","N","2009/08/10","Influenza A virus (A/Shanghai-Nanhui/1279/2009(H3N2))","","","","","","p"
"CY108879","960","Human","4 (HA)","H3N2","China","N","2009/02/17","Influenza A virus (A/Shanghai-Nanhui/144/2009(H3N2))","","","","","","p"
"CY108789","733","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Shanghai-Nanhui/148/2008(H3N2))","","","","","","p"
"CY108833","906","Human","4 (HA)","H3N2","China","N","2009/02","Influenza A virus (A/Shanghai-Nanhui/154/2009(H3N2))","","","","","","p"
"CY108891","960","Human","4 (HA)","H3N2","China","N","2009/03/06","Influenza A virus (A/Shanghai-Nanhui/171/2009(H3N2))","","","","","","p"
"CY108894","960","Human","4 (HA)","H3N2","China","N","2009/03/09","Influenza A virus (A/Shanghai-Nanhui/177/2009(H3N2))","","","","","","p"
"CY108895","960","Human","4 (HA)","H3N2","China","N","2009/03/10","Influenza A virus (A/Shanghai-Nanhui/184/2009(H3N2))","","","","","","p"
"CY108869","960","Human","4 (HA)","H3N2","China","N","2009/02/02","Influenza A virus (A/Shanghai-Nanhui/19/2009(H3N2))","","","","","","p"
"CY108809","960","Human","4 (HA)","H3N2","China","N","2008/10/23","Influenza A virus (A/Shanghai-Pudongxin/2164/2008(H3N2))","","","","","","p"
"CY108819","960","Human","4 (HA)","H3N2","China","N","2008/12/09","Influenza A virus (A/Shanghai-Pudongxin/2181/2008(H3N2))","","","","","","p"
"CY108712","960","Human","4 (HA)","H3N2","China","N","2007/01/04","Influenza A virus (A/Shanghai-Xuhui/11/2007(H3N2))","","","","","","p"
"MG984177","1701","Human","4 (HA)","H3N2","China","N","2016/09/14","Influenza A virus (A/Shanghai/1/2016(H3N2))","","","","","","c"
"MG984185","1701","Human","4 (HA)","H3N2","China","N","2017/01/10","Influenza A virus (A/Shanghai/10/2017(H3N2))","","","","","","c"
"MG984193","1701","Human","4 (HA)","H3N2","China","N","2017/01/11","Influenza A virus (A/Shanghai/11/2017(H3N2))","","","","","","c"
"MG984201","1701","Human","4 (HA)","H3N2","China","N","2017/01/13","Influenza A virus (A/Shanghai/12/2017(H3N2))","","","","","","c"
"MG984209","1701","Human","4 (HA)","H3N2","China","N","2017/01/13","Influenza A virus (A/Shanghai/13/2017(H3N2))","","","","","","c"
"MG984217","1701","Human","4 (HA)","H3N2","China","N","2017/01/20","Influenza A virus (A/Shanghai/14/2017(H3N2))","","","","","","c"
"MG984225","1701","Human","4 (HA)","H3N2","China","N","2017/01/22","Influenza A virus (A/Shanghai/15/2017(H3N2))","","","","","","c"
"MG984233","1701","Human","4 (HA)","H3N2","China","N","2017/01/25","Influenza A virus (A/Shanghai/16/2017(H3N2))","","","","","","c"
"MG984241","1701","Human","4 (HA)","H3N2","China","N","2017/01/25","Influenza A virus (A/Shanghai/17/2017(H3N2))","","","","","","c"
"MG984249","1701","Human","4 (HA)","H3N2","China","N","2017/01/26","Influenza A virus (A/Shanghai/18/2017(H3N2))","","","","","","c"
"MG984257","1701","Human","4 (HA)","H3N2","China","N","2017/01/31","Influenza A virus (A/Shanghai/19/2017(H3N2))","","","","","","c"
"MG984265","1701","Human","4 (HA)","H3N2","China","N","2016/11/11","Influenza A virus (A/Shanghai/2/2016(H3N2))","","","","","","c"
"MG984273","1701","Human","4 (HA)","H3N2","China","N","2017/02/03","Influenza A virus (A/Shanghai/20/2017(H3N2))","","","","","","c"
"MH346485","1701","Human","4 (HA)","H3N2","China","N","2014/12/23","Influenza A virus (A/Shanghai/2014-06/2014)","","","","","","c"
"MG984281","1701","Human","4 (HA)","H3N2","China","N","2017/02/06","Influenza A virus (A/Shanghai/21/2017(H3N2))","","","","","","c"
"MG984134","1701","Human","4 (HA)","H3N2","China","N","2017/02/08","Influenza A virus (A/Shanghai/22/2017(H3N2))","","","","","","c"
"MG984153","1701","Human","4 (HA)","H3N2","China","N","2017/02/10","Influenza A virus (A/Shanghai/23/2017(H3N2))","","","","","","c"
"MG984098","1701","Human","4 (HA)","H3N2","China","N","2017/02/10","Influenza A virus (A/Shanghai/24/2017(H3N2))","","","","","","c"
"MG984123","1701","Human","4 (HA)","H3N2","China","N","2017/02/14","Influenza A virus (A/Shanghai/25/2017(H3N2))","","","","","","c"
"MG984118","1701","Human","4 (HA)","H3N2","China","N","2017/02/17","Influenza A virus (A/Shanghai/26/2017(H3N2))","","","","","","c"
"MG984139","1701","Human","4 (HA)","H3N2","China","N","2017/02/20","Influenza A virus (A/Shanghai/27/2017(H3N2))","","","","","","c"
"MG984170","1701","Human","4 (HA)","H3N2","China","N","2017/02/24","Influenza A virus (A/Shanghai/28/2017(H3N2))","","","","","","c"
"MG984289","1701","Human","4 (HA)","H3N2","China","N","2017/05/16","Influenza A virus (A/Shanghai/29/2017(H3N2))","","","","","","c"
"MG984297","1701","Human","4 (HA)","H3N2","China","N","2016/11/25","Influenza A virus (A/Shanghai/3/2016(H3N2))","","","","","","c"
"MG984305","1701","Human","4 (HA)","H3N2","China","N","2017/06/23","Influenza A virus (A/Shanghai/30/2017(H3N2))","","","","","","c"
"MG984313","1701","Human","4 (HA)","H3N2","China","N","2017/06/23","Influenza A virus (A/Shanghai/31/2017(H3N2))","","","","","","c"
"MG984321","1701","Human","4 (HA)","H3N2","China","N","2017/07/19","Influenza A virus (A/Shanghai/32/2017(H3N2))","","","","","","c"
"MG984329","1701","Human","4 (HA)","H3N2","China","N","2017/07/25","Influenza A virus (A/Shanghai/33/2017(H3N2))","","","","","","c"
"MG984337","1701","Human","4 (HA)","H3N2","China","N","2017/07/27","Influenza A virus (A/Shanghai/34/2017(H3N2))","","","","","","c"
"MG984345","1701","Human","4 (HA)","H3N2","China","N","2017/07/31","Influenza A virus (A/Shanghai/35/2017(H3N2))","","","","","","c"
"MG984353","1701","Human","4 (HA)","H3N2","China","N","2017/08/09","Influenza A virus (A/Shanghai/36/2017(H3N2))","","","","","","c"
"MG984361","1701","Human","4 (HA)","H3N2","China","N","2017/08/09","Influenza A virus (A/Shanghai/37/2017(H3N2))","","","","","","c"
"MG984369","1701","Human","4 (HA)","H3N2","China","N","2017/08/11","Influenza A virus (A/Shanghai/38/2017(H3N2))","","","","","","c"
"MG984377","1701","Human","4 (HA)","H3N2","China","N","2017/08/15","Influenza A virus (A/Shanghai/39/2017(H3N2))","","","","","","c"
"MG984385","1701","Human","4 (HA)","H3N2","China","N","2016/12/02","Influenza A virus (A/Shanghai/4/2016(H3N2))","","","","","","c"
"MG984393","1701","Human","4 (HA)","H3N2","China","N","2017/08/19","Influenza A virus (A/Shanghai/40/2017(H3N2))","","","","","","c"
"MG984401","1701","Human","4 (HA)","H3N2","China","N","2017/08/19","Influenza A virus (A/Shanghai/41/2017(H3N2))","","","","","","c"
"MG984409","1701","Human","4 (HA)","H3N2","China","N","2017/08/21","Influenza A virus (A/Shanghai/42/2017(H3N2))","","","","","","c"
"MG984417","1701","Human","4 (HA)","H3N2","China","N","2017/08/21","Influenza A virus (A/Shanghai/43/2017(H3N2))","","","","","","c"
"MG984425","1701","Human","4 (HA)","H3N2","China","N","2017/08/23","Influenza A virus (A/Shanghai/44/2017(H3N2))","","","","","","c"
"MG984433","1701","Human","4 (HA)","H3N2","China","N","2017/08/23","Influenza A virus (A/Shanghai/45/2017(H3N2))","","","","","","c"
"MG984441","1701","Human","4 (HA)","H3N2","China","N","2017/08/29","Influenza A virus (A/Shanghai/46/2017(H3N2))","","","","","","c"
"MG984449","1701","Human","4 (HA)","H3N2","China","N","2017/08/29","Influenza A virus (A/Shanghai/47/2017(H3N2))","","","","","","c"
"MG984457","1701","Human","4 (HA)","H3N2","China","N","2017/09/01","Influenza A virus (A/Shanghai/48/2017(H3N2))","","","","","","c"
"MG984465","1701","Human","4 (HA)","H3N2","China","N","2017/09/05","Influenza A virus (A/Shanghai/49/2017(H3N2))","","","","","","c"
"MG984473","1701","Human","4 (HA)","H3N2","China","N","2016/12/02","Influenza A virus (A/Shanghai/5/2016(H3N2))","","","","","","c"
"MG984481","1701","Human","4 (HA)","H3N2","China","N","2017/09/06","Influenza A virus (A/Shanghai/50/2017(H3N2))","","","","","","c"
"MG984489","1701","Human","4 (HA)","H3N2","China","N","2017/09/08","Influenza A virus (A/Shanghai/51/2017(H3N2))","","","","","","c"
"MG984497","1701","Human","4 (HA)","H3N2","China","N","2017/09/12","Influenza A virus (A/Shanghai/52/2017(H3N2))","","","","","","c"
"MG984505","1701","Human","4 (HA)","H3N2","China","N","2017/09/13","Influenza A virus (A/Shanghai/53/2017(H3N2))","","","","","","c"
"MG984146","1701","Human","4 (HA)","H3N2","China","N","2017/09/17","Influenza A virus (A/Shanghai/54/2017(H3N2))","","","","","","c"
"MG984113","1701","Human","4 (HA)","H3N2","China","N","2017/09/17","Influenza A virus (A/Shanghai/55/2017(H3N2))","","","","","","c"
"MG984093","1701","Human","4 (HA)","H3N2","China","N","2017/09/17","Influenza A virus (A/Shanghai/56/2017(H3N2))","","","","","","c"
